Filename,Autor,Titulo Cartel,Tipo,Codigo,Tecnica,Dimensiones,,Año,Prioridad,en Colección,Cantidad,Pais,Director,Observaciones 
http://cinemateca/images/ICAIC_Carteles_20160627_0299.jpg,Eduardo Muñoz Bachs,Centenario del Cine Cubano. 5to Taller Nacional de Crítica Cinematográfica. Camagüey,Aniversario,AN35,Serigrafía,51 in,76 in,1997,A,Cinemateca,4,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0300.jpg,Eduardo Muñoz Bachs,Estética,Filme,FI0373,Serigrafía,51 in,76 in,1985,A,Cinamateca,2,Cuba,Enrique Colina,
http://cinemateca/images/ICAIC_Carteles_20160627_0302.jpg,Eduardo Muñoz Bachs,Niños desaparecidos,Filme,FI0374,Serigrafía,51 in,76 in,1985,A,Cinemateca,7,Cuba ,Estela Bravo,
http://cinemateca/images/ICAIC_Carteles_20160627_0303.jpg,Eduardo Muñoz Bachs,Cines móviles en la escuela rural,Otros,OT03 ,Serigrafía,51 in,76 in,1971,A,Cinemateca,3,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0304.jpg,Francisco Álvarez,Habanera,Filme,FI0453,Serigrafía,51 in,76 in,1984,A,,,Cuba,Pastor Vega,
http://cinemateca/images/ICAIC_Carteles_20160627_0305.jpg,Eduardo Muñoz Bachs,De tal Pedro tal astilla,Filme,FI0370,Serigrafía,51 in,76 in,1985,A,Cinemateca,6,Cuba,Luis Felipe Bernaza,
http://cinemateca/images/ICAIC_Carteles_20160627_0306.jpg,Antonio Pérez (Ñiko) González,Mi hermano Fidel,Filme,6276,Serigrafía,51 in,76 in,1978,D,Cinemateca,2,Cuba ,Santiago Álvarez,
http://cinemateca/images/ICAIC_Carteles_20160627_0307.jpg,Eduardo Muñoz Bachs,XXV Aniversario Cine Móvil ICAIC,Aniversario,AN15,Serigrafía,51 in,76 in,1986,A,Cinemateca,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0308.jpg,Eduardo Muñoz Bachs,Cine móvil ICAIC,Otros,OT02 ,Serigrafía,51 in,76 in,1969,A,Cinemateca,6,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0309.jpg,Antonio Pérez (Ñiko) González,Semana de cine cubano en Colombia,Semana,05016Ñiko,Serigrafía,51 in,76 in,1975,A,Cinemateca,1,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0311.jpg,Eduardo Muñoz Bachs,Aladino y la lámpara maravillosa,Filme,FI0854,Serigrafía,51 in,76 in,1975,,,,Francia-España,?,
http://cinemateca/images/ICAIC_Carteles_20160627_0312.jpg,Antonio Fernández Reboiro,Soledad Bravo,Filme,FI0689,Serigrafía,51 in,76 in,1974,A,Cinemateca,1,Cuba,Juan Carlos Tabío,
http://cinemateca/images/ICAIC_Carteles_20160627_0313.jpg,Reinerio Tamayo,Simulación,Filme,FI0577,Serigrafía,51 in,76 in,1990,A,Cinemateca,1,Cuba,Melchor Casals,
http://cinemateca/images/ICAIC_Carteles_20160627_0314.jpg,Eduardo Muñoz Bachs,Cuando termina el baile,Filme,FI0377,Serigrafía,51 in,76 in,1986,,,,Cuba,Gerardo Chijona,
http://cinemateca/images/ICAIC_Carteles_20160627_0315.jpg,Desconocido,ICAIC 10,,,Serigrafía,51 in,76 in,1969,A,Cinemateca,1,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0317.jpg,Pedro Juan Abreu,4ta. Muestra Nacional de Nuevos Realizadores,MNNR,JR05,Serigrafía,51 in,76 in,2005,A,Cinemateca,9,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0318.jpg,Néstor Coll,Mercado de cine latinoamericano,Otros,OT11,Serigrafía,51 in,76 in,1989,A,Cinemateca,1,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0319.jpg,Pedro Juan Abreu,5ta. Muestra Nacional de Nuevos Realizadores,MNNR,JR06,Serigrafía,51 in,76 in,2006,A,Cinemateca,7,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0323.jpg,Antonio Pérez (Ñiko) González,Terror en el bosque,Filme,FI0198,Serigrafía,51 in,76 in,1972,B,,,Inglaterra,Sidney Hayers,
http://cinemateca/images/ICAIC_Carteles_20160627_0324.jpg,Eduardo Muñoz Bachs,"Historia del fuego, La",Filme,FI0306,Serigrafía,51 in,76 in,1976,A,,,Cuba,Hernán Henríquez,
http://cinemateca/images/ICAIC_Carteles_20160627_0325.jpg,Eduardo Muñoz Bachs,Amada,Filme,FI0364,Serigrafía,51 in,76 in,1984,,Cinemateca,1,Cuba,Humberto Solás,
http://cinemateca/images/ICAIC_Carteles_20160627_0326.jpg,NUDO,Solteronas en el atardecer,Filme,FI0678,Serigrafía,51 in,76 in,1991,A,Cinemateca,1,Cuba,,
http://cinemateca/images/ICAIC_Carteles_20160627_0327.jpg,Eduardo Muñoz Bachs,"Tres mosqueteros, Los",Filme,FI0310,Serigrafía,51 in,76 in,1976,D,Cnemateca,1,Italia - España - Inglaterra,Richard Lester,
http://cinemateca/images/ICAIC_Carteles_20160627_0328.jpg,Antonio Fernández Reboiro,"Hombre con suerte, Un",Filme,FI0863,Serigrafía,51 in,76 in,1977,B,Cinemateca,3,Inglaterra,Lindsay Anderson,
http://cinemateca/images/ICAIC_Carteles_20160627_0329.jpg,Antonio Fernández Reboiro,Diez mil soles,Filme,FI0866,Serigrafía,51 in,76 in,1970,B,Cinemateca,1,Hungría,Ferec Kosa,
http://cinemateca/images/ICAIC_Carteles_20160627_0330.jpg,Antonio Fernández Reboiro,"Delito Matteotti, El",Filme,FI0239,Serigrafía,51 in,76 in,1974,B,Cinemateca,1,Italia,Franco Nero,
http://cinemateca/images/ICAIC_Carteles_20160627_0331.jpg,Antonio Fernández Reboiro,Corazón solitario,Filme,FI0732,Serigrafía,51 in,76 in,1973,,Cinemateca,1,Francia - España,Francisco Betriu,
http://cinemateca/images/ICAIC_Carteles_20160627_0332.jpg,Antonio Fernández Reboiro,"Chica terremoto, La",Filme,FI0869,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Estados Unidos,Peter Bodganovich,
http://cinemateca/images/ICAIC_Carteles_20160627_0333.jpg,Antonio Fernández Reboiro,Bajo el signo de Virgo,Filme,FI0555,Serigrafía,51 in,76 in,1968,B,Cinemateca,1,Rumanía,Manole Marcus,
http://cinemateca/images/ICAIC_Carteles_20160627_0334.jpg,Antonio Fernández Reboiro,Cariño,Filme,FI0236,Serigrafía,51 in,76 in,1974,B,Cinemateca,1,Bulgaria,Liudmil Staikov,
http://cinemateca/images/ICAIC_Carteles_20160627_0335.jpg,Antonio Fernández Reboiro,"Años verdes, Los",Filme,FI0563,Serigrafía,51 in,76 in,1967,B,Cinemateca,1,Hungría,Istvan Gaal,
http://cinemateca/images/ICAIC_Carteles_20160627_0336.jpg,Antonio Fernández Reboiro,Harakiri,Filme,FI0052,Serigrafía,51 in,76 in,1964,B,Cinemaeca ,6 (1 primera tirada),Japón ,Masaki Kobayashi,
http://cinemateca/images/ICAIC_Carteles_20160627_0337.jpg,Antonio Fernández Reboiro,Casas sin cercados,Filme,FI0730,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Bulgaria,Gueorgui Stoyanov,
http://cinemateca/images/ICAIC_Carteles_20160627_0338.jpg,Antonio Fernández Reboiro,"Invitación, La",Filme,FI0996,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Suiza,Claude Goretta,
http://cinemateca/images/ICAIC_Carteles_20160627_0339.jpg,Antonio Fernández Reboiro,Julieta de los espíritus,Filme,FI0092,Serigrafía,51 in,76 in,1967,B,Cinemateca ,6,Italia,Federico Fellini,
http://cinemateca/images/ICAIC_Carteles_20160627_0340.jpg,Antonio Fernández Reboiro,Anatomía del amor,Filme,FI0554,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Polonia,Roman Zaluski,
http://cinemateca/images/ICAIC_Carteles_20160627_0341.jpg,Antonio Fernández Reboiro,"Jardín de las delicias, El",Filme,FI0158,Serigrafía,51 in,76 in,1971,B,Cinemateca,3,España,Carlos Saura,
http://cinemateca/images/ICAIC_Carteles_20160627_0342.jpg,Antonio Fernández Reboiro,"Tierra prometida, La",Filme,FI0561,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Polonia,Andrzej Wajda,
http://cinemateca/images/ICAIC_Carteles_20160627_0343.jpg,Antonio Fernández Reboiro,Vida de familia,Filme,FI0701,Serigrafía,51 in,76 in,1976,B,Cinemateca,1,Inglaterra,Kenneth Loach,
http://cinemateca/images/ICAIC_Carteles_20160627_0344.jpg,Giselle monzón,Homenaje a Nelson Rodríguez,Homenaje,HO08,Serigrafía,51 in,76 in,2008,A,Cinemateca,4,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0345.jpg,Antonio Fernández Reboiro,Overlord,Filme,FI0332,Serigrafía,52 in,78 in,1977,B,Cinemateca,2,Inglaterra,Stuart Cooper,
http://cinemateca/images/ICAIC_Carteles_20160627_0346.jpg,Giselle Monzón,Irremediablemente juntos,Filme,FI1230,Serigrafía,51 in,76 in,2012,A,Cinemateca,7,Cuba,Jorge Luis Sánchez,
http://cinemateca/images/ICAIC_Carteles_20160627_0347.jpg,Giselle Monzón,José Martí: El ojo del canario,Filme,FI1211,Serigrafía,51 in,76 in,2010,A,Cinemateca,5,Cuba-Espana,Fernando Pérez,
http://cinemateca/images/ICAIC_Carteles_20160627_0348.jpg,Giselle Monzón,Loipa existencia en plenitud,Filme,FI 1217,Serigrafía,51 in,76 in,2010,A,Cinemateca,5,Cuba,Gloria Arguelles,
http://cinemateca/images/ICAIC_Carteles_20160627_0349.jpg,Giselle Monzón,Marcos Madrigal in crescendo,Filme,FI0632,Serigrafía,51 in,76 in,2008,A,Cinemateca,7,Cuba,Gloria Argüelles,
http://cinemateca/images/ICAIC_Carteles_20160627_0350.jpg,Giselle monzón,Premio Nacional de Cine Raúl Pérez Ureta,Homenaje,HO 15,Serigrafía,51 in,76 in,2010,A,Cinemateca,3,Cuba,,
http://cinemateca/images/ICAIC_Carteles_20160627_0351.jpg,Giselle Monzón,Salvador de Cojímar,Filme,FI1174,Serigrafía,51 in,76 in,2009,A,Cinemateca,5,Cuba,Ernesto Sánchez,
http://cinemateca/images/ICAIC_Carteles_20160627_0352.jpg,Giselle Monzón,"Comedia italiana, La",Retrospectiva,RE 12,Serigrafía,76 in,51 in,2013,A,Cinemateca,6,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0353.jpg,Giselle Monzón,Contigo pan y cebolla,Filme,FI 1256,Serigrafía,76 in,51 in,2013,A,Cinemateca,5,Cuba,Juan Carlotas Cremata,
http://cinemateca/images/ICAIC_Carteles_20160627_0354.jpg,Giselle Monzón,Del amor y los muertos,Filme,FI1179,Serigrafía,51 in,76 in,2008,A,Cinemateca,3,Cuba,Guillermo Centeno,
http://cinemateca/images/ICAIC_Carteles_20160627_0355.jpg,Giselle Monzón,"Despertar de un sueño, el",Filme,FI1181,Serigrafía,51 in,76 in,2009,A,Cinemateca,17,Cuba,Luis Ernesto Doñas,
http://cinemateca/images/ICAIC_Carteles_20160627_0356.jpg,Antonio Fernández Reboiro,Noche interminable,Filme,FI0871,Serigrafía,51 in,76 in,1973,B,Cinemateca,2,Inglaterra,Sidney Gilliat,
http://cinemateca/images/ICAIC_Carteles_20160627_0357.jpg,Giselle Monzón,Destinos,Filme,FI1180,Serigrafía,51 in,76 in,2008,A,Cinemateca,7,Cuba,Guillermo Centeno,
http://cinemateca/images/ICAIC_Carteles_20160627_0358.jpg,Giselle Monzón,Donde habita el corazón,Filme,FI0592,Serigrafía,51 in,76 in,2007,A,Cinemateca,12,Cuba,Carlos E. León,
http://cinemateca/images/ICAIC_Carteles_20160627_0359.jpg,Antonio Fernández Reboiro,Juego de masacre,Filme,FI0103,Serigrafía,51 in,76 in,1968,B,Cinemateca,4,Francia,Alain Jessua,
http://cinemateca/images/ICAIC_Carteles_20160627_0360.jpg,Giselle monzón,Alicia Alonso y el cine cubano,Homenaje,HO13,Serigrafía,51 in,76 in,2010,A,Cinemateca,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0361.jpg,Néstor Coll Acosta,"Socio de Dios, El",Filme,FI0538,Serigrafía,51 in,76 in,1987,B,Cinemateca,1,Cuba - Perú,Federico García,
http://cinemateca/images/ICAIC_Carteles_20160627_0362.jpg,Giselle Monzón,Benny Moré la voz entera del son,Filme,FI1185,Serigrafía,51 in,76 in,2009,A,Cinemateca,4,Cuba,Jorge Luis Sánchez,
http://cinemateca/images/ICAIC_Carteles_20160627_0363.jpg,"Giselle Monzón, Edel Rodríguez Molano",Cartas de amor,Filme,FI1227,Serigrafía,51 in,76 in,2011,A,Cinemateca,8,Cuba,Guillermo Centeno,
http://cinemateca/images/ICAIC_Carteles_20160627_0364.jpg,Francisco Yánes Mayán,"Actriz sierva, La",Filme,FI0578,Serigrafía,51 in,76 in,1967,B,Cinemateca,1,URSS,Roman Tijomirov,
http://cinemateca/images/ICAIC_Carteles_20160627_0365.jpg,Irelio Alonso,"Emboscada, La",Filme,FI 1245,Serigrafía,51 in,76 in,2013,A,Cinemateca,4,Cuba,Alejandro Gil,
http://cinemateca/images/ICAIC_Carteles_20160627_0366.jpg,Irelio Alonso,Por primera vez,Filme,FI0431,Serigrafía,51 in,76 in,1999,A,Cinemateca,7,Cuba,Octavio Cortazar,
http://cinemateca/images/ICAIC_Carteles_20160627_0367.jpg,Luis Vega de Castro,"Dominio del fuego, El",Filme,FI0479,Serigrafía,51 in,76 in,1972,B,Cinemateca,7,URSS,Danil Jabrovitski,
http://cinemateca/images/ICAIC_Carteles_20160627_0368.jpg,Rubén Augusto Iglesias,Lucía,Filme,FI0427,Serigrafía,51 in,76 in,1999,A,Cinemateca,6,Cuba,Humberto Solás,
http://cinemateca/images/ICAIC_Carteles_20160627_0369.jpg,Luis Vega de Castro,"Fin de los Liubavin, El",Filme,FI0537,Serigrafía,51 in,76 in,1973,B,Cinemateca,3,URSS,Leonid Golovnia,
http://cinemateca/images/ICAIC_Carteles_20160627_0370.jpg,Silvio Martínez Cabrera,"Pájaros, Los",Filme,FI0946,Serigrafía,51 in,76 in,1975,B,Cinemateca,3,Estados Unidos,Alfred Hitchcock,
http://cinemateca/images/ICAIC_Carteles_20160627_0371.jpg,Michele Miyares Hollands,Ciclo de conferencias Cine y Revolución,Otros,OT 14,Serigrafía,51 in,76 in,2009,A,Cinemateca ,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0372.jpg,Silvio Martínez Cabrera,"Cuerno de cabra, El",Filme,FI0271,Serigrafía,51 in,76 in,1975,,Cinemateca,3,Checoslovaquia,Metody Andonov,
http://cinemateca/images/ICAIC_Carteles_20160627_0373.jpg,Michele Miyares Hollands,52 Aniversario del ICAIC,Aniversario,AN 53,Serigrafía,51 in,76 in,2011,A,Cinemateca ,6,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0374.jpg,Michele Miyares Hollands,Homenaje a Leo Brouwer,Homenaje,HO09,Serigrafía,51 in,76 in,2009,A,Cinemateca ,4,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0375.jpg,Alfredo González Rostgaard,"Familia Tot, La",Filme,,Serigrafía,51 in,76 in,1971,B,Cinemateca,5,Hungría ,Zoltán Fabri,
http://cinemateca/images/ICAIC_Carteles_20160627_0376.jpg,Michele Miyares Hollands,19 Taller Nacional de la crítica Cinamatográfica,Otros,OT 15,Serigrafía,76 in,51 in,2013,A,Cinemateca,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0377.jpg,Alfredo González Rostgaard,Todo para vender,Filme,FI0175,Serigrafía,51 in,76 in,1971,B,Cinemateca,1,Polonia,Andrzej Wajda,
http://cinemateca/images/ICAIC_Carteles_20160627_0378.jpg,Michele Miyares Hollands,Memoria Cubana,Filme,FI1215,Serigrafía,51 in,76 in,2010,A,Cinemateca,4,Cuba,"Alice de Andrade, Iván Nápoles",
http://cinemateca/images/ICAIC_Carteles_20160627_0379.jpg,Alfredo González Rostgaard,"Corriente, La",Filme,FI0573,Serigrafía,51 in,76 in,1967,B,Cinemateca,1,Francia - Checoslovaquia,Vladimir Vlcek,
http://cinemateca/images/ICAIC_Carteles_20160627_0380.jpg,Michele Miyares Hollands,Muestra de cine internacional equidad y violencia de género,Muestras,MU06,Serigrafía,51 in,76 in,2008,A,Cinemateca,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0381.jpg,Alfredo González Rostgaard,"Caso Morgan, El",Filme,FI0089,Serigrafía,51 in,76 in,1967,B,Cinemateca,6,Inglaterra,Karel Reisz,
http://cinemateca/images/ICAIC_Carteles_20160627_0382.jpg,Michele Miyares Hollands,Nunca será fácil la herejía,Filme,FI1172,Serigrafía,51 in,76 in,2009,A,Cinemateca,6,Cuba,Jorge Luis Sánchez,
http://cinemateca/images/ICAIC_Carteles_20160627_0383.jpg,Roberto Martínez Díaz,"Piedra en la boca, La",Filme,FI0253,Serigrafía,51 in,76 in,1974,B,Cinemateca,2,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0384.jpg,RobertoMartínez Díaz,"Séptima Bala, La",Filme,FI0958,Serigrafía,51 in,76 in,1974,B,Cinemateca,3,URSS,A. Jamraiev,
http://cinemateca/images/ICAIC_Carteles_20160627_0385.jpg,Antonio Fernández Reboiro,"Monstruo en primera plana, El",Filme,FI0210,Serigrafía,51 in,76 in,1973,B,Cinemateca,5,Francia - Italia,Marco Bellocchio,
http://cinemateca/images/ICAIC_Carteles_20160627_0386.jpg,Michele Miyares Hollands,40. Aniversario Memorias del Subdesarrollo,Aniversario,AN47,Serigrafía,51 in,76 in,2008,A,Cinemateca,9,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0387.jpg,Antonio Fernández Reboiro,"Noche más larga, La",Filme,FI0560,Serigrafía,51 in,76 in,1968,B,Cinemateca,1,Bulgaria,Valo Radev,
http://cinemateca/images/ICAIC_Carteles_20160627_0388.jpg,Michele Miyares Hollands,50 y mas. Retrospectiva 1960-2008,Exposiciones,EX10,Serigrafía,51 in,76 in,2009,A,Cinemateca,7,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0389.jpg,Antonio Fernández Reboiro,Roble máxima urgencia,Filme,FI0311,Serigrafía,51 in,76 in,1976,B,Cinemateca,1,Rumania,Dino Cocea,
http://cinemateca/images/ICAIC_Carteles_20160627_0390.jpg,Michele Miyares Hollands,Camino al Edén,Filme,FI0595,Serigrafía,51 in,76 in,2007,A,Cinemateca,5,Cuba,Daniel Díaz Torres,
http://cinemateca/images/ICAIC_Carteles_20160627_0391.jpg,Antonio Fernández Reboiro,Más allá del tiempo,Filme,FI0566,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Hungria,Ferenc Kosa,
http://cinemateca/images/ICAIC_Carteles_20160627_0392.jpg,Michele Miyares Hollands,Retrospectiva de Andrzej Wajda,Retrospectivas,RE 11,Serigrafía,51 in,76 in,2008,A,Cinemateca,1,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0393.jpg,Michele Miyares Hollands,Personal Belongings,Filme,FI0607,Serigrafía,51 in,76 in,2008,A,Cinemateca,9,Cuba,Alejandro Brugués,
http://cinemateca/images/ICAIC_Carteles_20160627_0394.jpg,Antonio Fernández Reboiro,Fue leal para enemigos y para amigos traidor,Filme,FI0302,Serigrafía,51 in,76 in,1976,B,Cinemateca,1,URSS,Nikita Mijalkov,
http://cinemateca/images/ICAIC_Carteles_20160627_0395.jpg,Michele Miyares Hollands,"Reinas del trópico, Las",Ciclo,CI22,Serigrafía,51 in,76 in,2010,A,Cinemateca ,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0396.jpg,Antonio Fernández Reboiro,Mata Hari,Filme,FI0567,Serigrafía,51 in,76 in,1966,B,Cinemateca,1,Francia - Italia,Jean-Louis Richard,
http://cinemateca/images/ICAIC_Carteles_20160627_0397.jpg,Helman Avelle,Detrás de una sonrisa,Filme,FI1239,Serigrafía,51 in,76 in,2012,A,Cinemateca,5,Cuba,Consuelo Elba,
http://cinemateca/images/ICAIC_Carteles_20160627_0398.jpg,Nelson Haedo,Evocación al cine cubano,Exposiciones,EX08,Serigrafía,50 in,76 in,1997,A,Cinemateca,3,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0399.jpg,Erick Grass,Pon tu pensamiento en mí,Filme,FI0412,Serigrafía,51 in,76 in,1995,A,Cinemateca,2,Cuba,Arturo Sotto,
http://cinemateca/images/ICAIC_Carteles_20160627_0400.jpg,Erick Grass,Madrigal,Filme,,Serigrafía,51 in,76 in,2007,A,Cinemateca,5,Cuba,Fernando Pérez,
http://cinemateca/images/ICAIC_Carteles_20160627_0401.jpg,Pavel Giroud,Luis Carbonell después de tanto tiempo,Filme,FI0444,Serigrafía,51 in,76 in,2001,A,Cinemateca,4,Cuba,Ian Padrón,
http://cinemateca/images/ICAIC_Carteles_20160627_0402.jpg,Pavel Giroud,"Edad de la peseta, La",Filme,FI 458,Serigrafía,51 in,76 in,2006,,Cinemateca,5,Cuba,Pavel Giroud,
http://cinemateca/images/ICAIC_Carteles_20160627_0403.jpg,Antonio Fernández Reboiro,"Amantes del año uno, Los",Filme,FI0285,Serigrafía,51 in,76 in,1975,B,Cinemateca,1,Checoslovaquia,Jaroslav Balik,
http://cinemateca/images/ICAIC_Carteles_20160627_0404.jpg,Maday García,"Bracho, Los",Ciclo,,Serigrafía,76 in,51 in,2008,A,Cinemateca,7,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0405.jpg,Antonio Fernández Reboiro,"Celos y la medicina, Los",Filme,FI0565,Serigrafía,51 in,76 in,1974,B,Cinemateca,1,Polonia,Januzs Majewski,
http://cinemateca/images/ICAIC_Carteles_20160627_0406.jpg,Maday García,45 Aniversario. Cinemateca de Cuba,Aniversario,AN24,Serigrafía,51 in,76 in,2005,A,Cinemateca,5,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0408.jpg,Nelson García,"Ciudad, La",Filme,FI 1266,Serigrafía,76 in,51 in,2015,A,Cinemateca,3,Cuba,Tomás Piard,
http://cinemateca/images/ICAIC_Carteles_20160627_0409.jpg,Antonio Pérez (Ñiko) González,"Gran crimen, El",Filme,FI0123,Serigrafía,51 in,76 in,1969,B,Cinemateca,7,Japón ,Eiichi Kudo,
http://cinemateca/images/ICAIC_Carteles_20160628_1079.jpg,Nelson García,"Desastres de la guerra, Los",Filme,FI 1226,Serigrafía,76 in,51 in,2011,F,Cinemateca,6,Cuba,Tomás Piard,
http://cinemateca/images/ICAIC_Carteles_20160627_0411.jpg,Antonio Pérez (Ñiko) González,"Gran golpe, El",Filme,FI0207,Serigrafía,51 in,76 in,1973,B,Cinemateca,5,Estados Unidos,Sidney Lumet,
http://cinemateca/images/ICAIC_Carteles_20160627_0412.jpg,Nelson García,Si vas a comer espera por Virgilio,Filme,FI 1249,Serigrafía,76 in,51 in,2013,A,Cinemateca,4,Cuba,Tomás Piard,
http://cinemateca/images/ICAIC_Carteles_20160627_0414.jpg,Antonio Pérez (Ñiko) González,Gólgota,Filme,FI0712,Serigrafía,51 in,76 in,1968,B,Cinamteca,2,Rumanía,Mircea Dragan,
http://cinemateca/images/ICAIC_Carteles_20160627_0415.jpg,Irenaldo Fumero,Leo Brouwer,Filme,FI0439,Serigrafía,51 in,76 in,2000,A,Cinemateca,4,Cuba,José Padrón,
http://cinemateca/images/ICAIC_Carteles_20160627_0416.jpg,Antonio Pérez (Ñiko) González,Frenesí,Filme,FI0324,Serigrafía,51 in,76 in,1973,B,Cinemateca,4,Inglaterra,Alfred Hitchcock,Cinemateca
http://cinemateca/images/ICAIC_Carteles_20160627_0417.jpg,Miguel A. Navarro,"Masacre de Chicago, La",Filme,FI0190,Serigrafía,51 in,76 in,1972,B,Cinemateca,3,Estados Unidos,Roger Corman,
http://cinemateca/images/ICAIC_Carteles_20160627_0418.jpg,Gabriel Lara,14 muestra joven ICAIC,MNJR,JR 15,Serigrafía,76 in,51 in,2015,A,Cinemateca,3,,,
http://cinemateca/images/ICAIC_Carteles_20160627_0419.jpg,Horta,Viaje al país que ya no existe,Filme,FI 1276,Serigrafía,76 in,51 in,2015,A,Cinemateca,2,Cuba,Isabel Santos,
http://cinemateca/images/ICAIC_Carteles_20160627_0420.jpg,Rafael Morante Boyerizo,Madre Juana de los Ángeles,Filme,FI0040,Serigrafía,49 in,76 in,1963,B,Cinemateca,3,Polonia,Jerzy Kawarelowicz,
http://cinemateca/images/ICAIC_Carteles_20160627_0421.jpg,José Manuel Fors,"Aire no cuesta, El",Filme,FI0366,Serigrafía,51 in,76 in,1984,A,Cinemateca,5,Cuba,Idelfonso Ramos,
http://cinemateca/images/ICAIC_Carteles_20160627_0422.jpg,Pedro Fernández Franco,"Punto, punto, coma",Filme,FI0674,Serigrafía,51 in,76 in,1973,B,Cinemateca,4,URSS,Alexander ?,
http://cinemateca/images/ICAIC_Carteles_20160627_0423.jpg,José Manuel Fors,Concierto para tres pianos,Filme,FI0365,Serigrafía,51 in,76 in,1984,A,Cinemaeca,4,Cuba,Héctor Veitía,
http://cinemateca/images/ICAIC_Carteles_20160627_0424.jpg,Jorge Dimas González Linares,"Selva de Xanú, La",Filme,FI0487,Serigrafía,51 in,76 in,1973,B,Cinemateca,5,Viet-Nam,Nguyen Van Thong,
http://cinemateca/images/ICAIC_Carteles_20160627_0425.jpg,Jorge Dimas González Linares,Sangrienta búsqueda de la paz,Filme,FI0230,Serigrafía,51 in,76 in,1973,B,Cinemateca,5,Japón ,Shigehiro Ozawa,
http://cinemateca/images/ICAIC_Carteles_20160627_0426.jpg,Jorge Dimas González Linares,"Héroes de Telemark, Los",Filme,FI0533,Serigrafía,51 in,76 in,1972,B,Cinemateca,3,Inglaterra,Anthony Mann,
http://cinemateca/images/ICAIC_Carteles_20160627_0427.jpg,Jorge Dimas González Linares,"Jaula del amor, La",Filme,FI0943,Serigrafía,51 in,76 in,1972,B,Cinemateca,2,Francia,René Clement,
http://cinemateca/images/ICAIC_Carteles_20160627_0428.jpg,Jorge Dimas González Linares,Mar de sangre,Filme,FI0168,Serigrafía,51 in,76 in,1971,B,Cinemateca,4,Corea,Chee Ik Kyu An Mun,
http://cinemateca/images/ICAIC_Carteles_20160627_0429.jpg,Jorge Dimas González Linares,"Corona del Imperio Ruso, La",Filme,FI0532,Serigrafía,51 in,76 in,1972,B,Cinemateca,5,URSS,Edmond Keosaian,
http://cinemateca/images/ICAIC_Carteles_20160627_0430.jpg,Jorge Dimas González Linares,"Isla del tesoro, La",Filme,FI0224,Serigrafía,51 in,76 in,1973,B,Cinemateca,1,URSS,Evgueni Friedman,
http://cinemateca/images/ICAIC_Carteles_20160627_0431.jpg,Jorge Dimas González Linares,"Valle del fugitivo, El",Filme,FI0188,Serigrafía,51 in,76 in,1972,B,Cinemateca,1,Estados Unidos,Abraham Polonsky,
http://cinemateca/images/ICAIC_Carteles_20160627_0432.jpg,Jorge Dimas González Linares,Waterloo,Filme,FI0233,Serigrafía,51 in,76 in,1973,B,Cinemateca ,3,Italia - URSS,Serguei Bondarchuk,
http://cinemateca/images/ICAIC_Carteles_20160627_0433.jpg,Ignacio Damián Gonzalez,Pirosmani,Filme,FI0195,Serigrafía,51 in,76 in,1972,B,Cinemateca,2,URSS,Gueorgui Shanguelaia,
http://cinemateca/images/ICAIC_Carteles_20160627_0434.jpg,Jorge Dimas González Linares,Goya,Filme,FI0218,Serigrafía,51 in,76 in,1973,B,Cinemateca ,1,URSS - RDA,Konrad Wolf,
http://cinemateca/images/ICAIC_Carteles_20160627_0435.jpg,Ignacio Damián Gonzalez,Dulcima,Filme,FI0204,Serigrafía,51 in,76 in,1973,B,Cinamteca,1,Inglaterra,Frank Nesbitt,
